,CustomerID,CustomerName,Segment,Country,City,State,PostalCode,Region,OrderID,OrderDate,ShipDate,ShipMode,ProductID,Sales,Quantity,Discount,Profit,Category,Sub-Category,ProductName
508,CUST-0060,Mr. Tyler Stevens,Consumer,USA,Jamesville,Virginia,75189,West,ORD-78417,2025-06-21,2025-06-23,Second Class,PROD-0102,610.27,2,0.0,166.99,Technology,Copiers,Miss Copiers
509,CUST-0117,Nancy Velasquez,Home Office,USA,East Anthonyfurt,Tennessee,4567,South,ORD-66486,2025-05-20,2025-05-24,First Class,PROD-0102,811.2,1,0.2,43.83,Technology,Copiers,Miss Copiers
510,CUST-0137,Mary Fields,Home Office,USA,East Denise,Michigan,52260,East,ORD-77142,2024-10-27,2024-10-30,Second Class,PROD-0102,1492.81,10,0.17,130.67,Technology,Copiers,Miss Copiers
511,CUST-0076,Kristen Spencer,Corporate,USA,Beckerberg,Ohio,63673,West,ORD-47807,2023-12-31,2024-01-01,Same Day,PROD-0102,1779.29,7,0.13,175.99,Technology,Copiers,Miss Copiers
512,CUST-0270,Jessica Lopez,Corporate,USA,Fosterton,Washington,71397,South,ORD-62633,2023-12-14,2023-12-21,First Class,PROD-0103,1280.26,10,0.11,197.35,Office Supplies,Storage,Near Storage
513,CUST-0063,Virginia Frazier,Corporate,USA,Dixonberg,Wisconsin,65661,West,ORD-38902,2023-11-22,2023-12-01,Standard Class,PROD-0103,1922.01,10,0.27,346.46,Office Supplies,Storage,Near Storage
514,CUST-0005,Daniel Meyer,Home Office,USA,Lake Sharonborough,New Jersey,96149,Central,ORD-92098,2023-10-28,2023-11-02,Same Day,PROD-0103,143.58,6,0.02,42.02,Office Supplies,Storage,Near Storage
515,CUST-0152,Jonathan Bean,Corporate,USA,Petersonfort,South Carolina,78658,Central,ORD-92612,2024-03-07,2024-03-15,First Class,PROD-0103,10.27,9,0.24,1.52,Office Supplies,Storage,Near Storage
516,CUST-0160,Angela Robbins,Home Office,USA,Herrerafurt,Rhode Island,53721,South,ORD-69199,2025-08-10,2025-08-12,Same Day,PROD-0103,342.46,6,0.13,39.35,Office Supplies,Storage,Near Storage
517,CUST-0253,Lisa Love,Home Office,USA,Bakerside,Missouri,1190,East,ORD-20303,2025-06-12,2025-06-22,Same Day,PROD-0103,1792.29,1,0.04,344.98,Office Supplies,Storage,Near Storage
518,CUST-0274,Jennifer Francis,Home Office,USA,Williamside,Idaho,97664,West,ORD-44849,2023-09-10,2023-09-19,Second Class,PROD-0104,740.24,1,0.07,164.77,Furniture,Tables,Network Tables
519,CUST-0058,Richard Chavez,Consumer,USA,New Daniel,Iowa,45803,East,ORD-87433,2024-07-29,2024-08-06,Standard Class,PROD-0104,906.02,5,0.07,189.58,Furniture,Tables,Network Tables
520,CUST-0090,Jason Harris,Corporate,USA,Larsonmouth,Indiana,8442,West,ORD-54670,2024-10-16,2024-10-23,First Class,PROD-0104,586.31,5,0.04,157.84,Furniture,Tables,Network Tables
521,CUST-0032,Brian Romero,Corporate,USA,Morseside,Indiana,38293,West,ORD-14389,2025-01-24,2025-02-03,Standard Class,PROD-0104,1876.44,10,0.04,266.33,Furniture,Tables,Network Tables
522,CUST-0216,Mary Fox,Consumer,USA,South Alexander,Oregon,14469,Central,ORD-95133,2025-01-27,2025-01-30,Same Day,PROD-0104,379.22,1,0.06,54.1,Furniture,Tables,Network Tables
523,CUST-0094,Luke May,Home Office,USA,South Lori,North Carolina,16404,Central,ORD-25544,2025-03-26,2025-04-04,Standard Class,PROD-0104,271.29,3,0.25,52.76,Furniture,Tables,Network Tables
524,CUST-0058,Richard Chavez,Consumer,USA,New Daniel,Iowa,45803,East,ORD-65374,2023-12-26,2023-12-29,First Class,PROD-0105,1846.26,7,0.25,251.0,Office Supplies,Appliances,Prove Appliances
525,CUST-0216,Mary Fox,Consumer,USA,South Alexander,Oregon,14469,Central,ORD-81746,2025-05-07,2025-05-09,Second Class,PROD-0105,685.17,5,0.2,76.73,Office Supplies,Appliances,Prove Appliances
526,CUST-0075,Angela Ochoa,Consumer,USA,New Tami,Florida,77175,West,ORD-13630,2025-01-16,2025-01-22,Standard Class,PROD-0105,1498.92,5,0.21,341.77,Office Supplies,Appliances,Prove Appliances
527,CUST-0258,Marco Brandt,Corporate,USA,Ricardoside,West Virginia,98281,Central,ORD-30108,2023-08-28,2023-08-30,Second Class,PROD-0106,285.99,5,0.1,48.98,Office Supplies,Appliances,Chair Appliances
528,CUST-0100,Patricia Smith,Home Office,USA,Lake Eric,New Jersey,57678,East,ORD-50615,2023-10-09,2023-10-16,First Class,PROD-0106,414.55,4,0.29,56.72,Office Supplies,Appliances,Chair Appliances
529,CUST-0070,Rachel Trevino,Home Office,USA,Jonesview,Delaware,49537,Central,ORD-42872,2024-02-10,2024-02-13,First Class,PROD-0106,1302.14,6,0.21,66.16,Office Supplies,Appliances,Chair Appliances
530,CUST-0097,Marcus Brown,Home Office,USA,East Misty,Maine,37724,West,ORD-14323,2024-04-01,2024-04-03,Same Day,PROD-0106,1928.52,4,0.03,481.77,Office Supplies,Appliances,Chair Appliances
531,CUST-0144,David Jenkins,Corporate,USA,South Nathaniel,Alabama,17072,East,ORD-88877,2023-11-10,2023-11-16,First Class,PROD-0106,1205.52,10,0.14,237.35,Office Supplies,Appliances,Chair Appliances
532,CUST-0202,Carlos Campbell,Consumer,USA,Riveraville,Kentucky,9299,West,ORD-55463,2025-01-06,2025-01-14,Second Class,PROD-0106,1719.52,10,0.05,468.03,Office Supplies,Appliances,Chair Appliances
533,CUST-0085,Amanda Hall,Corporate,USA,North Kentberg,Kentucky,82400,East,ORD-95347,2025-01-04,2025-01-08,Same Day,PROD-0107,1250.21,2,0.3,171.54,Office Supplies,Storage,Conference Storage
534,CUST-0048,Alexander Sandoval,Consumer,USA,Caseybury,Rhode Island,9856,South,ORD-49272,2024-08-22,2024-08-28,Standard Class,PROD-0107,611.98,4,0.06,171.6,Office Supplies,Storage,Conference Storage
535,CUST-0294,Nicolas Melendez,Corporate,USA,Tracybury,Delaware,67369,West,ORD-11105,2024-05-08,2024-05-13,Second Class,PROD-0107,1503.02,1,0.17,437.91,Office Supplies,Storage,Conference Storage
536,CUST-0041,Timothy Miller,Consumer,USA,South William,Illinois,79183,East,ORD-91444,2025-07-27,2025-07-30,First Class,PROD-0107,878.92,10,0.26,175.51,Office Supplies,Storage,Conference Storage
537,CUST-0122,Nathan Glenn,Consumer,USA,Natashashire,Virginia,11249,East,ORD-76187,2024-05-26,2024-06-05,Standard Class,PROD-0108,542.13,3,0.16,32.14,Technology,Machines,Religious Machines
538,CUST-0212,Beth Lopez,Home Office,USA,West Troyshire,Illinois,14711,West,ORD-14016,2025-01-08,2025-01-13,First Class,PROD-0108,1253.0,5,0.08,276.53,Technology,Machines,Religious Machines
539,CUST-0111,Miguel Grant,Corporate,USA,West Lori,Michigan,49160,Central,ORD-41691,2025-06-12,2025-06-19,First Class,PROD-0109,683.05,6,0.04,201.82,Office Supplies,Binders,Assume Binders
540,CUST-0053,Vicki Lopez,Corporate,USA,East Debbie,California,20175,East,ORD-51044,2024-08-09,2024-08-12,Same Day,PROD-0109,1856.2,9,0.29,535.88,Office Supplies,Binders,Assume Binders
541,CUST-0201,Joseph Berry,Consumer,USA,South Joseph,Washington,14677,East,ORD-92594,2025-06-30,2025-07-01,Same Day,PROD-0109,1351.77,7,0.22,152.43,Office Supplies,Binders,Assume Binders
542,CUST-0005,Daniel Meyer,Home Office,USA,Lake Sharonborough,New Jersey,96149,Central,ORD-70486,2025-07-15,2025-07-22,Standard Class,PROD-0110,961.21,3,0.07,104.01,Furniture,Tables,Democrat Tables
543,CUST-0227,Jordan Andrade,Corporate,USA,Carrilloville,Pennsylvania,89425,South,ORD-90766,2025-06-11,2025-06-21,Standard Class,PROD-0110,258.03,7,0.06,52.12,Furniture,Tables,Democrat Tables
544,CUST-0167,Henry Wagner,Consumer,USA,Port James,Ohio,86289,East,ORD-22288,2024-05-24,2024-05-25,First Class,PROD-0110,1069.26,1,0.03,153.92,Furniture,Tables,Democrat Tables
545,CUST-0289,Jennifer Williams,Corporate,USA,West Dennis,Delaware,53584,South,ORD-48587,2024-08-03,2024-08-05,Standard Class,PROD-0110,755.4,3,0.21,149.69,Furniture,Tables,Democrat Tables
546,CUST-0109,Mackenzie Aguilar,Home Office,USA,North Robert,Kentucky,67736,Central,ORD-47498,2024-02-19,2024-02-29,Standard Class,PROD-0110,508.55,5,0.04,138.23,Furniture,Tables,Democrat Tables
547,CUST-0134,Mercedes Yoder,Corporate,USA,South Amandamouth,Louisiana,77170,South,ORD-10592,2023-08-26,2023-09-04,Standard Class,PROD-0110,411.3,2,0.25,25.34,Furniture,Tables,Democrat Tables
548,CUST-0261,Jeffrey Moore,Home Office,USA,Justinbury,Maryland,66130,Central,ORD-86490,2025-06-28,2025-07-02,Same Day,PROD-0111,772.11,4,0.15,127.29,Office Supplies,Binders,Pick Binders
549,CUST-0155,Justin Hull,Consumer,USA,New Alexismouth,Hawaii,48036,West,ORD-88156,2025-06-20,2025-06-29,Same Day,PROD-0112,387.83,8,0.23,60.14,Furniture,Tables,Series Tables
550,CUST-0038,Nathan House,Consumer,USA,Alvarezbury,Wisconsin,40681,Central,ORD-88016,2023-08-28,2023-09-05,Second Class,PROD-0112,15.91,1,0.22,2.86,Furniture,Tables,Series Tables
551,CUST-0204,Tammy Rodriguez,Corporate,USA,Heathershire,Missouri,2661,East,ORD-91613,2025-01-29,2025-02-07,First Class,PROD-0112,835.83,2,0.08,192.39,Furniture,Tables,Series Tables
552,CUST-0243,Terry Watts,Corporate,USA,Lisahaven,New Mexico,34455,Central,ORD-63315,2024-10-31,2024-11-09,Second Class,PROD-0112,1084.87,3,0.12,300.62,Furniture,Tables,Series Tables
553,CUST-0235,Douglas Smith,Home Office,USA,Cherylburgh,Hawaii,93308,East,ORD-10117,2023-10-08,2023-10-15,First Class,PROD-0112,1771.81,1,0.24,186.39,Furniture,Tables,Series Tables
554,CUST-0128,Lacey Taylor,Consumer,USA,New Tyler,Tennessee,68820,East,ORD-50487,2024-10-16,2024-10-24,Standard Class,PROD-0112,1633.81,5,0.26,432.93,Furniture,Tables,Series Tables
555,CUST-0153,Jenny Fleming,Consumer,USA,Kiddstad,Arkansas,66784,South,ORD-92157,2025-05-29,2025-05-31,Standard Class,PROD-0112,1612.33,6,0.18,233.17,Furniture,Tables,Series Tables
556,CUST-0274,Jennifer Francis,Home Office,USA,Williamside,Idaho,97664,West,ORD-76057,2023-10-22,2023-10-29,Second Class,PROD-0113,46.85,10,0.17,3.93,Office Supplies,Appliances,Quite Appliances
557,CUST-0259,Brittany Robinson,Corporate,USA,Port Samuel,Tennessee,93864,Central,ORD-33657,2024-03-01,2024-03-04,First Class,PROD-0113,12.63,5,0.3,2.94,Office Supplies,Appliances,Quite Appliances
558,CUST-0054,Kyle Rivera,Corporate,USA,Garyville,Montana,29618,South,ORD-58002,2023-12-17,2023-12-26,Second Class,PROD-0113,89.48,4,0.13,10.32,Office Supplies,Appliances,Quite Appliances
559,CUST-0272,Steven Palmer,Corporate,USA,Laurafort,Maine,82630,West,ORD-63938,2024-03-26,2024-04-03,Standard Class,PROD-0114,1953.17,10,0.07,150.32,Furniture,Furnishings,Should Furnishings
560,CUST-0159,Gary Leon,Corporate,USA,Harrisstad,New Hampshire,9893,East,ORD-34173,2025-04-10,2025-04-13,Second Class,PROD-0115,1632.87,4,0.2,83.59,Office Supplies,Storage,Because Storage
561,CUST-0280,Jeffrey Holmes,Home Office,USA,East Thomas,Massachusetts,72460,Central,ORD-43951,2024-04-12,2024-04-18,Standard Class,PROD-0115,1996.94,9,0.11,265.71,Office Supplies,Storage,Because Storage
562,CUST-0150,Matthew Thomas,Home Office,USA,Fosterside,New Mexico,8014,South,ORD-32067,2025-02-13,2025-02-15,Second Class,PROD-0115,892.04,5,0.05,126.86,Office Supplies,Storage,Because Storage
563,CUST-0226,Jennifer Williams,Consumer,USA,South Julieburgh,New Jersey,50212,West,ORD-28523,2025-07-21,2025-07-25,Standard Class,PROD-0115,1459.2,10,0.05,166.9,Office Supplies,Storage,Because Storage
564,CUST-0286,Raymond Gallagher,Corporate,USA,North Mikeview,Minnesota,78586,Central,ORD-43865,2024-09-19,2024-09-29,First Class,PROD-0115,1468.96,10,0.28,358.99,Office Supplies,Storage,Because Storage
565,CUST-0065,Eric Rodriguez,Home Office,USA,Taraburgh,Oregon,65854,Central,ORD-15634,2024-10-22,2024-10-30,First Class,PROD-0115,1938.03,1,0.23,214.97,Office Supplies,Storage,Because Storage
566,CUST-0199,Gina Wilson,Corporate,USA,South Natashaland,Arkansas,33658,South,ORD-39147,2024-01-12,2024-01-13,Same Day,PROD-0115,1492.72,8,0.23,377.38,Office Supplies,Storage,Because Storage
567,CUST-0005,Daniel Meyer,Home Office,USA,Lake Sharonborough,New Jersey,96149,Central,ORD-86039,2023-10-29,2023-11-01,Standard Class,PROD-0116,487.71,2,0.07,57.39,Furniture,Bookcases,Last Bookcases
568,CUST-0118,Steven Arnold,Home Office,USA,Lake Jamesshire,New York,44720,West,ORD-58246,2023-09-03,2023-09-08,Second Class,PROD-0116,273.43,2,0.17,62.95,Furniture,Bookcases,Last Bookcases
569,CUST-0299,Emily Rich,Home Office,USA,East Calebchester,New Jersey,74561,West,ORD-90219,2024-12-31,2025-01-06,Same Day,PROD-0116,989.35,3,0.13,111.45,Furniture,Bookcases,Last Bookcases
570,CUST-0263,Rebecca Hogan,Home Office,USA,Michellebury,Maine,18261,East,ORD-95229,2024-06-27,2024-06-30,Same Day,PROD-0116,1432.25,3,0.06,243.75,Furniture,Bookcases,Last Bookcases
571,CUST-0203,Stephanie Yoder,Corporate,USA,Tuckerton,Hawaii,30340,Central,ORD-39976,2024-06-06,2024-06-08,Second Class,PROD-0117,10.39,1,0.24,1.51,Furniture,Bookcases,Might Bookcases
572,CUST-0202,Carlos Campbell,Consumer,USA,Riveraville,Kentucky,9299,West,ORD-92242,2023-11-29,2023-11-30,First Class,PROD-0117,673.73,4,0.12,178.49,Furniture,Bookcases,Might Bookcases
573,CUST-0240,Samantha Bennett,Consumer,USA,East Jennifer,Kansas,30466,West,ORD-25356,2023-10-27,2023-10-28,First Class,PROD-0117,1085.92,9,0.26,227.64,Furniture,Bookcases,Might Bookcases
574,CUST-0084,Jay Thompson,Corporate,USA,Patrickmouth,Massachusetts,68044,Central,ORD-54610,2024-04-26,2024-05-02,Standard Class,PROD-0117,26.47,5,0.21,3.51,Furniture,Bookcases,Might Bookcases
575,CUST-0080,Travis Perry DVM,Corporate,USA,Port Alexander,Georgia,72331,South,ORD-80477,2024-10-19,2024-10-21,First Class,PROD-0118,355.2,6,0.12,19.7,Furniture,Furnishings,Environmental Furnishings
576,CUST-0154,Anthony Paul,Home Office,USA,Valerieborough,Idaho,56040,South,ORD-50941,2024-06-30,2024-07-07,Standard Class,PROD-0118,443.15,7,0.2,107.86,Furniture,Furnishings,Environmental Furnishings
577,CUST-0245,Michael Robbins,Corporate,USA,Sierramouth,Nebraska,35766,West,ORD-29755,2024-11-17,2024-11-26,Second Class,PROD-0118,1874.21,9,0.17,231.23,Furniture,Furnishings,Environmental Furnishings
578,CUST-0292,Stephanie Ryan,Home Office,USA,Masonberg,Illinois,20079,West,ORD-34720,2024-10-29,2024-11-08,Standard Class,PROD-0118,50.95,1,0.02,4.21,Furniture,Furnishings,Environmental Furnishings
579,CUST-0292,Stephanie Ryan,Home Office,USA,Masonberg,Illinois,20079,West,ORD-23445,2025-08-12,2025-08-20,Second Class,PROD-0119,1557.51,10,0.24,415.52,Office Supplies,Paper,Listen Paper
580,CUST-0152,Jonathan Bean,Corporate,USA,Petersonfort,South Carolina,78658,Central,ORD-81113,2024-08-13,2024-08-16,First Class,PROD-0119,1419.01,7,0.21,373.02,Office Supplies,Paper,Listen Paper
581,CUST-0036,Joseph Molina MD,Home Office,USA,Christopherview,Florida,80450,East,ORD-24091,2024-08-03,2024-08-10,First Class,PROD-0119,1959.04,2,0.19,436.84,Office Supplies,Paper,Listen Paper
582,CUST-0031,Roger Taylor,Home Office,USA,Robinmouth,Wyoming,74869,Central,ORD-91224,2024-11-09,2024-11-10,Second Class,PROD-0119,880.87,5,0.2,149.66,Office Supplies,Paper,Listen Paper
583,CUST-0045,Lisa Page,Home Office,USA,South Walter,Utah,66638,Central,ORD-59409,2025-05-23,2025-05-31,First Class,PROD-0119,1836.95,3,0.03,324.32,Office Supplies,Paper,Listen Paper
584,CUST-0199,Gina Wilson,Corporate,USA,South Natashaland,Arkansas,33658,South,ORD-57897,2024-10-28,2024-10-31,Standard Class,PROD-0120,1627.43,1,0.13,110.28,Office Supplies,Binders,Hard Binders
585,CUST-0211,Julie Hester,Corporate,USA,Matthewsview,Wyoming,14418,West,ORD-21148,2025-08-03,2025-08-04,Second Class,PROD-0120,1264.77,7,0.01,95.46,Office Supplies,Binders,Hard Binders
586,CUST-0017,Michael Juarez,Home Office,USA,Singletonmouth,Rhode Island,35828,East,ORD-93714,2024-01-24,2024-01-25,First Class,PROD-0120,1302.49,10,0.15,365.91,Office Supplies,Binders,Hard Binders
587,CUST-0228,Daniel Wells,Consumer,USA,Russostad,South Dakota,798,Central,ORD-85519,2024-03-21,2024-03-23,Same Day,PROD-0120,409.23,3,0.17,27.3,Office Supplies,Binders,Hard Binders
588,CUST-0006,Daniel French,Home Office,USA,North Alyssa,Indiana,39335,West,ORD-85780,2024-11-22,2024-12-01,Standard Class,PROD-0121,758.38,1,0.13,64.26,Furniture,Furnishings,Space Furnishings
589,CUST-0164,Craig Garcia,Corporate,USA,South Carolinemouth,Kansas,68748,Central,ORD-75149,2025-04-12,2025-04-17,Same Day,PROD-0121,498.53,5,0.04,53.28,Furniture,Furnishings,Space Furnishings
590,CUST-0145,Terri Macdonald,Corporate,USA,South Megan,Nebraska,30179,East,ORD-96314,2023-10-31,2023-11-02,First Class,PROD-0121,1348.78,5,0.2,209.04,Furniture,Furnishings,Space Furnishings
591,CUST-0010,Sandra Bates,Corporate,USA,Hernandezmouth,Maryland,96553,West,ORD-36072,2024-09-18,2024-09-26,First Class,PROD-0121,520.76,9,0.01,32.57,Furniture,Furnishings,Space Furnishings
592,CUST-0006,Daniel French,Home Office,USA,North Alyssa,Indiana,39335,West,ORD-62398,2025-05-02,2025-05-12,Same Day,PROD-0121,637.88,8,0.08,143.6,Furniture,Furnishings,Space Furnishings
593,CUST-0213,Dr. Catherine Coleman,Consumer,USA,Tristanview,Connecticut,72669,East,ORD-86558,2023-12-29,2024-01-01,Second Class,PROD-0121,1164.86,6,0.19,157.32,Furniture,Furnishings,Space Furnishings
594,CUST-0022,Nancy Stevenson,Consumer,USA,Lake Aimee,Massachusetts,45310,Central,ORD-65138,2025-04-21,2025-04-24,Same Day,PROD-0121,1028.67,4,0.1,208.26,Furniture,Furnishings,Space Furnishings
595,CUST-0125,Jesus Kidd,Consumer,USA,North Thomas,South Carolina,75420,East,ORD-21013,2025-07-09,2025-07-16,Second Class,PROD-0121,176.72,9,0.19,39.45,Furniture,Furnishings,Space Furnishings
596,CUST-0029,John Martin,Corporate,USA,North Kristin,Alaska,51879,South,ORD-13396,2025-06-08,2025-06-15,Second Class,PROD-0122,1312.72,4,0.25,203.07,Furniture,Chairs,Fear Chairs
597,CUST-0162,Julie Daniels,Consumer,USA,Romerofort,Texas,70861,South,ORD-68653,2023-12-22,2023-12-28,Standard Class,PROD-0122,1614.33,4,0.14,451.96,Furniture,Chairs,Fear Chairs
598,CUST-0258,Marco Brandt,Corporate,USA,Ricardoside,West Virginia,98281,Central,ORD-90855,2025-05-19,2025-05-25,Second Class,PROD-0122,323.59,9,0.08,18.59,Furniture,Chairs,Fear Chairs
599,CUST-0225,Anthony Jones,Consumer,USA,Blackport,West Virginia,31767,Central,ORD-88440,2025-02-26,2025-03-08,Same Day,PROD-0122,259.88,7,0.13,40.22,Furniture,Chairs,Fear Chairs
600,CUST-0150,Matthew Thomas,Home Office,USA,Fosterside,New Mexico,8014,South,ORD-15123,2024-09-08,2024-09-11,Second Class,PROD-0122,263.08,1,0.28,39.38,Furniture,Chairs,Fear Chairs
601,CUST-0195,Todd Coleman,Consumer,USA,Porterbury,Florida,43819,Central,ORD-54846,2024-12-12,2024-12-16,Standard Class,PROD-0122,1365.8,7,0.3,208.81,Furniture,Chairs,Fear Chairs
602,CUST-0141,Megan Mitchell,Consumer,USA,North Virginiachester,South Carolina,14204,East,ORD-63175,2024-06-17,2024-06-18,Standard Class,PROD-0122,567.2,3,0.22,113.91,Furniture,Chairs,Fear Chairs
603,CUST-0089,Thomas Jackson,Corporate,USA,Gardnerport,Illinois,96269,Central,ORD-94353,2024-02-10,2024-02-16,Same Day,PROD-0122,1156.57,4,0.07,276.88,Furniture,Chairs,Fear Chairs
604,CUST-0234,Patrick Mooney,Home Office,USA,East Timothy,Kansas,85093,Central,ORD-54231,2024-05-19,2024-05-20,Same Day,PROD-0123,1117.51,1,0.24,96.7,Furniture,Bookcases,Raise Bookcases
605,CUST-0018,Thomas Burgess,Consumer,USA,Robinsonland,Wisconsin,75631,Central,ORD-38841,2025-05-05,2025-05-11,Second Class,PROD-0123,1655.34,2,0.03,112.72,Furniture,Bookcases,Raise Bookcases
606,CUST-0216,Mary Fox,Consumer,USA,South Alexander,Oregon,14469,Central,ORD-43885,2023-10-19,2023-10-23,Same Day,PROD-0123,376.88,4,0.2,35.16,Furniture,Bookcases,Raise Bookcases
607,CUST-0065,Eric Rodriguez,Home Office,USA,Taraburgh,Oregon,65854,Central,ORD-18178,2023-10-08,2023-10-13,Standard Class,PROD-0123,1317.06,9,0.17,325.31,Furniture,Bookcases,Raise Bookcases
608,CUST-0092,Louis Roberts,Corporate,USA,South Caleb,Tennessee,80043,Central,ORD-75763,2025-02-23,2025-02-25,Second Class,PROD-0123,869.11,5,0.29,121.72,Furniture,Bookcases,Raise Bookcases
609,CUST-0106,Kristin Richards,Consumer,USA,Morenoview,Nevada,86504,South,ORD-41232,2025-08-10,2025-08-16,First Class,PROD-0124,1018.66,4,0.2,278.1,Technology,Phones,Blood Phones
610,CUST-0227,Jordan Andrade,Corporate,USA,Carrilloville,Pennsylvania,89425,South,ORD-71805,2024-11-19,2024-11-24,First Class,PROD-0124,478.83,4,0.22,114.01,Technology,Phones,Blood Phones
611,CUST-0206,Brenda Adams,Consumer,USA,Lake Donnafurt,Nebraska,36263,South,ORD-89315,2025-06-01,2025-06-10,First Class,PROD-0124,799.84,1,0.22,114.09,Technology,Phones,Blood Phones
612,CUST-0143,Paige Patterson,Corporate,USA,Laurenburgh,Massachusetts,57099,West,ORD-85387,2025-03-12,2025-03-13,Standard Class,PROD-0124,994.28,5,0.01,170.07,Technology,Phones,Blood Phones
613,CUST-0190,Brian Campos,Corporate,USA,East Melindaton,Kentucky,56709,West,ORD-65508,2024-06-16,2024-06-23,Second Class,PROD-0125,336.39,7,0.12,69.88,Office Supplies,Storage,Opportunity Storage
614,CUST-0299,Emily Rich,Home Office,USA,East Calebchester,New Jersey,74561,West,ORD-19226,2025-03-29,2025-03-30,Same Day,PROD-0125,628.25,10,0.12,131.67,Office Supplies,Storage,Opportunity Storage
615,CUST-0133,Charles Hughes,Corporate,USA,Nathanchester,Delaware,53183,West,ORD-26754,2024-01-31,2024-02-02,Same Day,PROD-0125,274.74,5,0.04,66.08,Office Supplies,Storage,Opportunity Storage
616,CUST-0281,Sherri Perez,Home Office,USA,Rodriguezchester,Virginia,666,South,ORD-57039,2025-06-26,2025-06-27,Same Day,PROD-0125,1950.91,7,0.17,525.91,Office Supplies,Storage,Opportunity Storage
617,CUST-0211,Julie Hester,Corporate,USA,Matthewsview,Wyoming,14418,West,ORD-96715,2024-01-01,2024-01-10,Same Day,PROD-0125,305.39,2,0.17,26.26,Office Supplies,Storage,Opportunity Storage
618,CUST-0261,Jeffrey Moore,Home Office,USA,Justinbury,Maryland,66130,Central,ORD-30938,2024-09-21,2024-09-25,First Class,PROD-0125,1203.87,6,0.22,180.42,Office Supplies,Storage,Opportunity Storage
619,CUST-0272,Steven Palmer,Corporate,USA,Laurafort,Maine,82630,West,ORD-66475,2025-01-14,2025-01-24,Same Day,PROD-0125,1467.58,1,0.02,349.79,Office Supplies,Storage,Opportunity Storage
620,CUST-0252,Scott Johnson DVM,Home Office,USA,Davischester,Montana,94361,East,ORD-79163,2025-07-23,2025-07-28,Second Class,PROD-0125,1239.82,2,0.25,245.86,Office Supplies,Storage,Opportunity Storage
621,CUST-0143,Paige Patterson,Corporate,USA,Laurenburgh,Massachusetts,57099,West,ORD-60654,2025-07-13,2025-07-20,Standard Class,PROD-0126,931.85,3,0.2,111.04,Technology,Accessories,Rule Accessories
622,CUST-0079,Justin Jacobson,Corporate,USA,Danielburgh,Indiana,50912,East,ORD-13159,2023-12-26,2023-12-31,Standard Class,PROD-0126,1692.06,7,0.19,164.5,Technology,Accessories,Rule Accessories
623,CUST-0042,Mr. Patrick Brown PhD,Consumer,USA,East Donnatown,Arizona,69135,East,ORD-55892,2025-07-13,2025-07-18,Same Day,PROD-0126,1914.29,9,0.21,530.2,Technology,Accessories,Rule Accessories
624,CUST-0236,Chad Warren,Corporate,USA,North Nicole,Georgia,12887,West,ORD-20844,2025-08-08,2025-08-15,Same Day,PROD-0126,67.11,2,0.05,17.29,Technology,Accessories,Rule Accessories
625,CUST-0154,Anthony Paul,Home Office,USA,Valerieborough,Idaho,56040,South,ORD-63017,2024-05-27,2024-06-06,First Class,PROD-0126,538.69,3,0.23,44.93,Technology,Accessories,Rule Accessories
626,CUST-0150,Matthew Thomas,Home Office,USA,Fosterside,New Mexico,8014,South,ORD-11481,2025-07-09,2025-07-13,Standard Class,PROD-0126,1566.44,8,0.28,141.9,Technology,Accessories,Rule Accessories
627,CUST-0240,Samantha Bennett,Consumer,USA,East Jennifer,Kansas,30466,West,ORD-86045,2024-06-08,2024-06-14,First Class,PROD-0126,349.96,3,0.04,83.71,Technology,Accessories,Rule Accessories
628,CUST-0264,James Boyd,Corporate,USA,Floresside,Colorado,56476,West,ORD-67281,2024-08-03,2024-08-05,Second Class,PROD-0127,149.6,2,0.12,16.2,Furniture,Tables,Eat Tables
629,CUST-0284,Michael Brown,Consumer,USA,Garciatown,Florida,5927,East,ORD-16505,2024-12-10,2024-12-19,Standard Class,PROD-0127,1461.2,8,0.16,378.04,Furniture,Tables,Eat Tables
630,CUST-0057,Brittany Zhang,Consumer,USA,Lake Fred,Alabama,5310,Central,ORD-97394,2025-06-17,2025-06-27,Second Class,PROD-0127,118.93,1,0.14,14.63,Furniture,Tables,Eat Tables
631,CUST-0180,Angela Reese,Consumer,USA,Ginamouth,Alabama,94228,West,ORD-61095,2024-09-10,2024-09-17,Second Class,PROD-0127,979.62,9,0.16,234.35,Furniture,Tables,Eat Tables
632,CUST-0149,Brian Johns,Home Office,USA,North Samuelshire,Alaska,89184,South,ORD-96568,2024-09-30,2024-10-02,Second Class,PROD-0128,1059.61,8,0.09,245.85,Furniture,Furnishings,Pay Furnishings
633,CUST-0158,Robin Hanson MD,Corporate,USA,Tinachester,Indiana,8171,South,ORD-54741,2025-03-20,2025-03-26,Standard Class,PROD-0128,1619.25,1,0.2,239.11,Furniture,Furnishings,Pay Furnishings
634,CUST-0189,Jorge Washington,Home Office,USA,Port Terrifort,Oklahoma,52307,Central,ORD-36390,2024-11-06,2024-11-13,Same Day,PROD-0129,1658.25,3,0.02,173.74,Furniture,Furnishings,Quickly Furnishings
635,CUST-0009,Andrea Jackson,Consumer,USA,New Alexandria,Maryland,56649,East,ORD-94458,2024-09-23,2024-09-29,Same Day,PROD-0130,1259.97,10,0.03,226.21,Furniture,Tables,Single Tables
